,Date,County,Event,Location,Lat,Long,Deaths,Injured,Missing,Houses.Destroyed,Evacuated,Houses.Damaged,Directly.affected,Indirectly.Affected,Relocated,Losses..Local,Education.centers,Damages.in.crops.Ha.,Lost.Cattle,Lost.Goats,Lost.Livestock,source,Comments
159,5/13/2018,Migori,Floods,Nyatike Migori,-1.0688838,34.4706101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 1016hrs, Hellen West Kenya Rm Reported Floods At Nyatike Sub County In Migori Following Prolonged Heavy Rainfall In The Country. Modi Secondary School Has Since Been Closed As A Result Of Raging Waters. In Addition, Impassability Of Migori-Sori Road Has Paralyzed Transport In The Area Amid Compromising Humanitarian Response. Krcs Migori Is On Ground In Efforts To Evacuate Vulnerable Families To A Safer Ground."
160,5/23/2017,Kilifi,Floods,"Malindi, Kilifi",-3.623424,39.8497148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,EoC,"At 0730hrs Khalfan (Krcs Malindi) Reported Of An Incident That Was As A Result Of Heavy Downpour In Kirao, Majengo.  Following Last Evenings Heavy Downpour A Tree Befell A House, 6 Persons Were Affected. (Brief; 1 Hh)"
161,11-12-17,Marsabit,Floods,Sololo,3.541985,38.658291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"Talaso Uer Rm Reported To Have Received A Distress Call From Plan International In Nairobi That Their 2 Land Cruiser With Local And Foreign Staff On Board Was Stuck Due To Heavy Downpour Experienced In Marsabit, They Were Trapped At Sololo Sub County. They Are Requesting For Emergency Air Rescue As The Team Have Been Out There For More Than 24hrs."
162,4/25/2018,Kilifi,Floods,Kilifi,-3.5106508,39.9093269,0,0,0,0,8,300,0,0,0,0,0,0,0,0,0,EoC,"Boniface (Krcs Malindi) Reported Of Incidents That Were As A Result Of Heavy Downpour In The Area At 0825hrs. Eight People Were Marooned In Galana And Kuwinda Areas In Kisiki Cha Mzungu. Malindi Rcat Team Responded And Evacuated The Casualty To Safer Grounds. Elsewhere, A Team Conducted Assessment At Malimo Area And Found That 300hhs Have Been Affected. Most Areas Remain Inaccessible As The Roads Have Been Cut Off"
163,4/24/2018,Makueni,Floods,"Ikutha Village, Makueni",-2.0651622,38.1767775,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,EoC,"At 2136hrs, Caroline Via 0710306502 Reported An Incident Where 4 (I Adult And 3 Children) People Were Marooned At Ikutha Village In Makueni County Following Heavy Downpour. Rescue Efforts Are Ongoing By The Krcs Makueni Team And Well-Wishers. Hundreds Of Other Families Are Reportedly Displaced."
164,10/22/2017,Isiolo,Floods,Merti,1.0611702,38.6660903,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,EoC,"At Around 1130hrs Talaso (Krcs Rm) Reported Of Floods At Isiolo Citing Overflowing Of Ewasso Nyiro River Due To Heavy Down Pour Witnessed The Previous Night. The Surface Water Subsided, No Casualties Reported However About 800 Households Were Affected. Krcs Isiolo Sensitized Affected Community To Be Moving To Higher Grounds Upon Heavy Down Pour.  Need For Nfis Is One Of The Major Requirements By The Affected"
165,12-08-15,Turkana,Floods,Lokichogio,4.2020213,34.3587921,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"Abraham (Krcs Turkana) Reported Of Incidents Caused By Floods In Turkana County At 0820hrs. Heavy Rainfall Was Received In Lodwar And Katilu Areas. Unknown Number Of Animals Were Swept Away And Families Displaced In Katilu.assesment Is Currently Ongoing, To Ascertain The Level Of Damage .A Lorry Was Swept Away By The Raging Waters While It Was Attempting To Cross River Kalawase In Lodwar. Another Incident Was Also Reported In Lokichogio A Private Vehicle Which Had 4passengers Was Swept Away And Unfortunately All Of Them Passed Away."
166,4/23/2018,Kajiado,Floods,Kisaju,-1.6431137,36.8727864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 1318hrs, Leonard Krcs Kajiado Reported Response Progress In Kisaju Area Of Kajiado Earlier Affected By Following Heavy Rainfall. Needs Assessment Facilitated By Kajiado Rcat Recorded 35 Hhs Amounting To 132 People Affected. The Population Is Dire Need Of Temporary Shelter, Fis And Nfis To Assist Them Before Returning To Their Usual Residential. Krcs Team Is Working With The County Government To Restore Normalcy"
167,05-08-16,Baringo,Floods,Baringo,0.8554988,36.0893406,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,EoC,Flora (Krcs Baringo) Reported Of Floods Incident At Marigat Area That Affected Approximately 100 Hh After River Terkera Burst. Krcs Baringo Together With The County Government Set Up An Evacuation Center For The Displaced Persons. (Brief: Approximately 100 Hh)
168,12/17/2015,Narok,Floods,Ololunga And Mau Areas Of Narok,-1.0167974,35.6095474,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 1000hrs, Brenda (Krcs Narok) Reported Of Incidents That Were As A Result Of Heavy Rainfall In The Last 24 Hours In Narok County. Heavy Rainfall Was Received In Ololunga And Mau Yesterday (16th Dec). Following The Heavy Rainfall That Was Received On 15th December, In Majengo Reports Were Received That 2 Vehicles Had Been Submerged In Water. Another Incident Was Reported In Katakala Village Where Lightning Struck A Family House And Killed One Person, 2 People Were Injured And Were Evacuated To Narok Referral Hospital By Well-Wishers."
169,05-09-17,Mombasa,Floods,Sosian Estate,-4.0434771,39.6682065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,E.o.c Received Report Via Social Media Of A Young Boy Body That Was Found Near Naivas Supermarket In Bamburi At Sosian Estate. The Body Was Taken To The Morgue By Nps Officers.
170,4/23/2019,Nairobi,Floods,Silanga Area Kibera,-1.3174839,36.7960879,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 1704hrs, Esther Klb Reported To E.o.c Of A Flash Floods Incident At Silanga Area In Kibera. At Least 601 People Were Severely Affected And Displaced By The Floods That Had Pounded The
Area Recently. Two People Drowned,1 Resuscitated Successfully And 1(11years Old) Still Missing."
171,5/15/2018,Kirinyaga,Floods,Marira,-0.6590565,37.3827234,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,EoC,"Gitonga Rm, At 2224hrs Reported To E.o.c Of Heavy Rainfall That Resulted To Flooding In Marira, Kiangai Ward In Mwea, Kirinyaga County, Approximately 64hh Was Affected By The Flooding Water"
172,12/14/2015,Narok,Floods,Narok,-1.0875428,35.8770642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 0740hrs, Brenda (Krcs Narok) Reported Of Incidents That Were As A Result Of Heavy Rainfall In The County. Heavy Rainfall Was Received In Most Parts Of The County With Mau And Narok North Registering The Highest Amounts Of Rainfall. An 18 Year Old Boy Was Swept By Water In Ololunga Ward, Narok South, The Body Was Retrieved And Taken To The Morgue. Another Incident Of Landslide Was Reported In Kewet Ngaroni, Sogoo Ward And It Damaged 1 Household. (Brief; 1hh)"
173,05-08-16,Bungoma,Floods,Bungoma,0.5695252,34.5583766,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,EoC,"Wekola (Krcs Bungoma) At 1430 Hrs Reported Of Floods That Rendered 7 Families Homeless.  A Connecting Bridge At Bumula Area Was Cut Off As A Result Of The Heavy Downpour. Krcs Bungoma Response Teams On Ground Conducting An Assessment. (Brief: 7 Hh, 1 Bridge)"
174,04-10-18,Turkana,Floods,Turkana,3.3122477,35.5657862,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,EoC,Nick Thuo Krcs Turkana Reported Flash Floods In Turkana East And Turkana Central Areas Following Heavy Down Pour Reported Over The Last 2 Days. Initial Assessment Conducted By Turkana Team Indicates 236 Hhs Have Been Affected. The Families Have Lost Their Household Equipments And Shoats. The Assessment Is Still On Going. (Brief: 236hhs Affected)
175,12/19/2015,Narok,Floods,Majengo Area Of Narok.,-1.2860894,36.8425202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 1450hrs, Brenda (Krcs Narok) Reported Of A Drowning Incident Caused By Floods In The County. Heavy Downpour Was Reported In Majengo Area Of Narok County.1 Adult Male Was Reported To Have Been Swept Away By The Raging Waters .Search And Recovery Efforts Are Currently Ongoing However It Is Being Hampered By The Heavy Rainfall In The Area. (Brief; 1 Fatality)"
176,5/18/2018,Kisumu,Floods,"Nyakach, Kisumu",-0.07962,34.7793711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 1951hrs, Hellen (Krcs West Kenya) Reported Of Flash Floods In Nyakach, Kisumu County. River Sondu Miriu Was Full To Its Capacity And Later Burst Its Banks Following Heavy Rains Experienced In The Area Thereby Affecting People Living In Nearby Villages. Krcs Kisumu Evacuated The Affected Persons To The Area Rescue Camps. People Advised To Move To Higher Grounds."
177,12/15/2015,Makueni,Floods,Makueni,-2.2558734,37.8936663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 1000hrs, Joe (Krcs Makueni) Reported Of Incidents That Were As A Result Of Heavy Rainfall In The Last 24 Hours In Makueni County. Heavy Rainfall Was Received In The County In The Last 24 Hours. Kathiani Kanagundo Road Was Yesterday Cut Off Following The Heavy Downpour, Residents Have Been Advised To Use Alternative Routes, And This Is The Kangundo-Mitaboni Road. Another Incident Of A Collapsed Building Was Reported In Mumboni 1 Household Was Affected. In Athi River 520 Households Were Affected In An Informal Settlement Known As Jam City. The Level Of Damage Was However Small; Residents Have Been Advised To Clear Their Drainage Systems. In Another Case, Water Levels In River Athi Are Also Drastically Increasing The Likelihood Of Flooding."
178,4/29/2018,Turkana,Floods,Turkana,3.3122477,35.5657862,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,EoC,"Nick (Krcs Turkana) Reported Of Incidents That Were As Result Of Heavy Downpour At 1503hrs.  Transport Was Paralyzed In Most Part Of The County, Hindering The Normal Activities. Three People Who Were Marooned At Kainuk Bridge After Their Truck Was Overpowered By Raging Waters While Attempting To Cross Were Rescued By Turkana Rcat Team."
179,05-09-17,Kwale,Floods,Bondeni Kwale,-4.1816115,39.4605612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"E.o.c Received Report Of Flood At Bondeni In Kwale County After Heavy Downpour Via (Kiwebu 0721923913) At 1158hrs, Several Hh Marooned By Flood Water. Krcs Team Conducting Assessment In The Area."
180,05-05-17,Marsabit,Floods,"Galole, Bori And Onona",2.3354966,37.9943453,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,EoC,"At 0630hrs Talaso( Krcs Rm) Reported Floods That Occurred In Galole, Bori And Onona  Moyale Sub County Due To Heavy Rainfall. Rcats  Conducted A Brief Assessment And Confirmed That Over 100hh Were Affected."
181,11-07-17,Meru,Floods,Tigania West Twale,0.0514721,37.6456042,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,EoC,"Steven (0717531096) Reported Floods In Tigania West At Twale Sub Location At 0730hrs After Heavy Downpour Overnight In Meru County, Krcs Meru Responded And Reported 2hh Affected From The Incident And No Casualties"
182,05-06-18,Mandera,Floods,Laga Area Mandera,3.9356389,41.8551162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"Hassan (0722513659) Reported To E.o.c At 2148hrs Of A Drowning Incident Following Heavy Downpour At Mandera, A Teenager Lost His Life At Around 1600hrs In Laga Area Due To Heavy Rainfall. The Body Was Recovered Tonight At 2000hrs. ("
183,4/29/2018,Meru,Floods,Meru,0.0514721,37.6456042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,At 1420hrs Gitonga (Krcs Rm) Reported That 12 Families Had Been Affected At Thanu Area In Tigania. Flash Floods Reportedly Damaged Most Of Their Household Items. The Families Have Since Then Integrated With Other Communities Members In The Safer Areas.
184,4/18/2018,Kirinyaga,Floods,"Garima, Kirinyaga",-0.6590565,37.3827234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 2117hrs, Gitonga (Krcs Central) Reported Of Cases That Were As Result Of Heavy Downpour. Several Roofs Of Houses Were Blown Off And Households Affected In Garima South, Kirinyaga County. One Person Succumbed To Injuries After Being Cut By An Iron Sheets. Kirinyaga Rcat To Conduct Assessment In The Area"
185,4/22/2018,Turkana,Floods,Turkana,3.3122477,35.5657862,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,EoC,Rukia (Krcs) Reported To E.o.c At 2045hrs That River Turkwel In Turkana Burst Its Banks Following Heavy Rainfall Experienced In The Area. Approximately 8 Villages Have Been Affected By The Water. Krcs Turkana And The County Government Managed To Rescue 6 Children From The Raging Water.
186,4/23/2018,Makueni,Floods,Nyunzu Area Wote Makueni,-5.9574641,28.0156811,2,0,2,0,0,,0,0,0,0,0,0,0,0,0,EoC,"Muli Krcs Dm Ops Reported Flash Floods At Nyunzu Area Of Makueni County At 1405hrs. Four People Have Died After Being Swept Away By Raging Waters Of A Dam Which Overflowed Yesterday. Two Of Them Have Been Retrieved Dead With 2 Others Missing. Besides, Property Of Unknown Value Has Been Destroyed Following Collapsing And Cracking Of Houses In The Marooned Areas. County Team And Makueni Krcs Are Responding To Affected Population."
187,3/19/2018,Kisumu,Floods,Rae Kisumu,-0.0917016,34.7679568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"Monicah (0723101673) Reported To E.o.c At 0326hrs Of Flash Flood At Katito Village In Kisumu County, Houses Reported To Have Been Submerged And Families Displaced Along Katito Road Due To High Level Of Water."
188,4/28/2016,Muranga,Floods,Muranga,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,EoC,"Rachael (Krcs Muranga) Reported Of An Incident That Occurred Due To Heavy Rainfall. The Central Region Has Been Receiving Heavy Rainfall Since The Onset Of The Long Rains, Last Evening Heavy Rainfall Accompanied By Strong Winds Stormed Heho Village In Kigumo Constituency. Roofs Of 5 Houses Were Blown And A Total Of 18 Families Were Affected."
189,10/21/2017,Turkana,Floods,"Kalimang'arok, Transnzoia",1.0566667,34.9506625,0,0,0,0,14,,0,0,0,0,0,0,0,0,0,EoC,"Rukia Krcs Reported Of Flash Floods At 0200hrs That Involved An Eldoret Express Bus That Was Swept Away By Flash Flood At Lagga  Kalingorok Near Lokichar. 14 Passengers Were On Top Of The Bus And Were Rescued By Excavators By Krcs Turkana, Other 26 Passengers Were Safe. The Surface Water Drained Off After Sometime"
190,12/17/2015,Nakuru,Floods,Nakuru And Molo Areas Of Nakuru,-0.2830309,36.074971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 0906hrs, Sheilah (Krcs Nakuru) Reported Of A Floods Incident In Nakuru County. Significant Amounts Of Rainfall Were Received In The County .Nakuru, Molo Received Very Heavy Rainfall However No Incident Was Reported. In Naivasha Light Showers. The Water Level In River Subukia Have Increased And It Is Prone To Burst If The Rains Increase."
191,4/17/2018,Wajir,Floods,"Korondille , Wajir",1.7488388,40.058633,0,0,0,0,0,690,0,0,0,0,0,0,0,0,0,EoC,"Abdia (Wajir Coordinator) Reported Of Floods At Korondille Area In Wajir Following Heavy Rainfall Experienced Over The Last 2 Weeks. Assessment Done By Wajir Rcat Ascertained That 690 Hhs Have Been Affected In Lesanyu And Milsidedo Villages. Besides, Approximately 20 Goats Died After Being Struck By Lightning Last Night. Krcs Is Mobilizing Nfis And Fis To Donate To The Affected Population"
192,4/19/2017,Wajir,Floods,Ajawa Wajir North,1.7488388,40.058633,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,EoC,"At 1110hrs Abdia (Krcs Wajir) Reported Flash Flood Incident In Wajir Following The Heavy Downpour In The Area, 500 Shoats Were Reported To Have Been Swept Away In Ajawa Wajir North. Rainfall Is Expected To Increase In The Coming Days. (Brief; 500 Shoats)"
193,2/25/2019,Kisumu,Floods,Nyalendo Village,-0.1266702,34.7575059,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,EoC,"Esabella Via 0700023440 At 1154hrs Reported To E.o.c Of Flash Flood Incident In Nyalendo, Kisumu County. River Rigwa Reported To Have Break Its Banks, 26hh Reported To Have Been Marooned By Water Leaving The Villagers Homeless. Krcs Kisumu Branch To Provide Nfis To The Affected People, No Injuries Was Reported."
194,06-09-18,Muranga,Floods,Muranga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,Gitonga (Central Rm) Reported Of Floods In Muranga County Following Heavy Rains Reported In Central Region In Over The Last 2 Day. At Least 54 Houses Have Since Collapsed With Kangema And Kigumo Areas Being The Most Affected. No Injuries And Fatalities Were Reported As A Result
195,11/20/2017,Taita Taveta,Floods,Garsen Taita Taveta,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,EoC,"At 0625hrs Hassan (0714375854) Reported Of A Flash Flood At Garsen Constituency In Tatita Taveta County. Farmers At Mnazini And Kiembeni Constituency Are Affected By Floods And Most Of Their Produce Are Washed Away, There Also Likelihood Of Cholera Outbreak In The Region. Assessments Will Be Conducted By Krcs Taita Taveta To The Affected Area While Community Advised To Move On Higher Grounds."
196,4/18/2018,Turkana,Floods,Eldume Camp,3.3122477,35.5657862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,One Person Reportedly Succumbed To Pneumonia At Eldume Idp Camp In Baringo. The Case Has Been Tied To Bad Living Conditions At The Camp Plus The Current Cold Weather Brought About By Rains. Children And The Elderly Remain The Most Vulnerable
197,4/15/2018,Turkana,Floods,Kalobeyei Turkana,3.767712,34.6220371,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,Kemboi (Krcs North Rift) Reported A Lightning Incident In Kalobeyei Area In Turkana County At 1225hrs.four Children (1 With Critical Injuries And 3 With Minor Injuries) Were Reportedly Hit By A Lightning Due To Heavy Rains Currently Experienced In The Area. Krcs Ambulance Is On Ground In Case Of Further Incidents With North Rift Rcat Making Efforts To Assist The Affected Families
198,4/18/2017,Mandera,Floods,"Ardahalo Village, Mandera",3.9356389,41.8551162,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,EoC,"At 1036hrs Hassan (Krcs Mandera) Reported Of Incident That Was As A Result Of Heavy Downpour In The County. Unknown No Of Livestock Were Swept Away At Ardahalo Village In Takaba, Approximately 40hhs Have Been Affected, 2 Children Were Also Swept Away By The Ravishing Waters. Sar Activity Is Currently Ongoing. (Brief; 2 Fatalities)"
199,04-07-17,Kitui,Floods,"Chainya Yatta, Kitui",-1.3750813,37.9952144,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,EoC,"Mike Aiyabei Reported A Flood Incident At Chainya In Yatta Sub County At 1017hrs Trapping A Woman And 82 Year Old Man, The Woman Was Rescued By A Group Of Young Men But Unfortunately The Men Were Trapped With The Old Man After Water Level Began To Rise. Rcat Kitui, Rcat Nairobi And Ndoc Rescued 5 At 1700hrs. Sar Ongoing For Another Group Of 10 People Who Are Also Trapped Within The Area. (Brief: 5 Rescued)"
200,05-10-16,Trans Nzoia,Floods,Trans- Nzoia,1.0566667,34.9506625,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,EoC,"At 0820hrs, E.o.c Through Social Media Captured Reports Of Floods In Wayani Village In Trans  Nzoia. The Water Level In River Sagwani Rose Beyond Its Capacity And Led To Flooding In Namanjala Area. Approximately 55 Households Have Been Affected. (Brief; 55hhs)"
201,2/18/2017,Kisumu,Floods,"Manyatta,Kisumu",-0.0862849,34.7823648,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,EoC,"At 0900hrs E.o.c Via Social Media Received Report Of Floods At Manyatta In Kisumu County After Heavy Downpour Experienced During The Night, Krcs Kisumu Responded To The Scene To Conduct Assessment"
202,12/14/2015,Bungoma,Floods,Bungoma,0.5695252,34.5583766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 0906hrs, Wekola (Krcs Bungoma) Reported Of A Floods Incident In Bungoma County. Following Yesterdays Evening Downpour In Bungoma North (Tongaren) 3 Households Were Reported To Be Affected When River Nzoia Broke Its Banks .Other Areas Remain Wet And In Mt.elgon The Rains Are Currently On Going."
203,12/13/2015,Machakos,Floods,Athi River Area,-1.4577245,36.9785033,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,EoC,"Edgar 0721412977 Reported Floods In Athi River Whereby A Personal Car Was Reported To Have Been Swept Away Near St. Bulevard Athi River At 2300hrs, The 2 Occupants A Father And 2 Yrs Old Son Was Rescued By Kenya Police And Mavoko Fire Brigade."
204,5/14/2018,Kajiado,Floods,Kajiado,-1.8420731,36.7918599,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,EoC,"Flash Floods Were Reported In Kajiado County At 0802hrs After Heavy Downpour Experienced Overnight, Kajiado Rcat Conducted Assessments Despite Difficulties In Accessing Some Areas And Reported 50hhs Affected And Crops On The Farms Destroyed"
205,5/18/2018,Kiambu,Floods,"Karura, Kiambu",-1.2369447,36.8304718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 2138hrs, Stanley Via 0726340345 Reported Of Flash Floods At Karura In Kiambu County. A Dam In Munyaka Area Burst Its Banks After It Filled To Its Threshold. Krcs Kiambu Is Monitoring The Situation And Advising People Living In The Riverine Area And Downstream To Move To Higher Grounds."
206,01-05-19,Kilifi,Floods,Chakama Malindi,-3.122003,39.632712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 0615hrs, Musa Krcs Reported To E.o.c Of A Heavy Down Pour Accompanied By Strong Winds And Hailstones In Chakama Location. Matolani Primary School And Residential Houses Were Destroyed And Roof Tops Swept Off. Krcs Kilifi Branch Is Out To The Field To Conduct Assessment"
207,4/27/2018,Isiolo,Floods,"Merti, Isiolo",1.0611702,38.6660903,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,EoC,"Flash Floods Were Reported At Merti After River Ewaso Ngiro Bursts Its Banks And Displaced Over 250hhs Mostly Affecting Shauri Yako,Taqwa,Shambole,And Some Part Of Manyatta, Also Crocodiles Reported To Have Been Swept Inland Posing Danger To The Affected Population. Rcat Isiolo To Conduct Assessment. ("
208,5/20/2016,Uasin Gishu,Floods,Eldoret,0.5142775,35.2697802,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,EoC,"At 0740hrs Helen (Krcs Rm) Reported About The General Outlook Floods In Eldoret Town. Following The Heavy Downpour 16hhs Were Affected By Flashfloods In Roadblock Area, Out Of Which 2 Were Completely Damaged. Seven Families Are Displaced And Are Being Host By Other Community Members. The Area Residents Have Been Advised To Move To Higher Grounds, One Of The Major Reasons Of Flash Floods Is Poor Drainage. Krcs Eldoret Conducted The Assessment. (Brief; 23hhs)"
209,03-10-16,Marsabit,Floods,"Laisamis, North Horr And Sakhu Marsabit",1.5962079,37.8061146,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,EoC,"At 1246hrs. Talaso (Krcs Marsabit) Reported Heavy Rainfall In Laisamis, North Horr And Sakhu Marsabit County. In Kargi, Laisamis Sub County 81 Households Were Adversely Affected By Flash Floods, In Arapal Livestock And Household Items Were Reported To Have Been Swept Away By Raging Floods.   (Brief; 81hh)"
210,3/17/2018,Kilifi,Floods,Kilifi,-3.5106508,39.9093269,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,EoC,"Masoud Krcs Kilifi Reported Of Cases Of Flash Floods In Kilifi County At Around 1718hrs. Three Children From Kisiki Cha Mzungu Area Were Swept Away By The Floods After River Sabaki Broke Its Banks. In Addition, 8hh From Garachi, 33 Hhs From Bate, 20hhs From Dangamira And 24 Hectares Of Plantations Were Also Affected. Kilifi Rcat Team Facilitated The Assessment."
211,4/27/2018,Garissa,Floods,Garissa,-0.4532293,39.6460988,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,EoC,"Flash Floods Were Reported In Garissa Due To Water Spillage At Kiambere Dam Affecting Several Hh At Bula Iftin, Bula Punda, Lagbadana And Madogo Area, Rcat Garissa Conducting Sar And Assessment In Affected Areas."
212,03-09-19,Marsabit,Floods,"Kargi, Marsbit",2.4999492,37.5694373,0,43,0,217,0,,0,0,0,0,0,0,0,0,0,EoC,"Maurice Krcs, Reported To E.o.c At 1246hrs Of Several Houses And Institutions In Kargi, Marsabit County. Roofs Was Reported To Have Been Blown Off By Strong Wind And Rain Was Experienced In The Area. Kenya Red Cross Action Team Conducted An  Assessment To Establish The Effects And Humanitarian Needs, Approximately 217hhs Affected And 1302 Persons ."
213,05-11-16,Kiambu,Floods,"Thindigwa Area Limuru, Kiambu",-1.2003,36.83501,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,EoC,Heavy Rainfall Was Experienced In Limuru Thindigwa Area In Kiambu County. Which Led The All Area Flooded. Approximately 20hhs Were Affected.krcs Limuru Brach Will Conduct An Assessment And Share Subsequent Report.
214,4/30/2018,Turkana,Floods,Turkana Flood Incident,3.3122477,35.5657862,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,EoC,"Nick (Turkana Krcs) Reported Flood Incident At Katilia Center Villages In Turkana County At 1935hrs. Following  Heavy Downpour Approximately 850hh, Loss Of Shoats, Food Stuff And Other Properties Were Affected By The Floods. Turkan Krcs Shall Conduct An Assessment In The Affected Area And Share A Detailed Report."
215,4/22/2018,Kilifi,Floods,Magarini Kilifi,-3.033333,40.066667,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,EoC,Mr. Kateti Via 0716905937 Reported Flash Floods At Karimani Village In Magarini Sub County Kilifi Following Overspill Of Sabaki River At Around 1224hrs. Malindi Krcs Team Has Since Been Activated To Rescue And Conduct Needs Assessment To Several Families Reportedly Marooned.
216,4/16/2018,Mandera,Floods,Tabaka Area Mandera,3.9356389,41.8551162,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,EoC,"Flash Floods Were Reported At 1345hrs At Takaba Area In Mandera West That Swept A Land Cruiser That Was Crossing To The Other Side With 5 Occupants, They Were All Rescued By Well- Wishers."
217,02-11-16,Machakos,Floods,Athi River,-1.4577245,36.9785033,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,EoC,At 1425hrs Gideon (Krcs Machakos) Reported Of An Incident That Was Caused By Heavy Downpour In Athi River. Following The Heavy Rainfall In Ngong Hills The Water Lever In River Mto Wa Mawe Increased And Later Broke Leading To Flash Floods In Athi River. Nine People Were Marooned. Krcs Machakos Responded And Evacuated Them To Safer Grounds. (Brief; 9 Marooned)
218,4/18/2018,Kiambu,Floods,Road Traffic Accident Kenyatta University I,-1.1766989,36.9364858,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At 1123hrs, Eoc Through Social Media Monitoring Captured Reports Of A Road Traffic Accident At Kenyatta University Along Thika Road. A Speeding Personal Car Heading To Town Lost Control And Knocked Down A Motorbike Rider With A Passenger On Board.  Two Casualties  With Minor Injuries  Were Evacuated To The Nearest Hospital By Well-Wishers. Nps Cleared The Scene."
219,11-12-17,Tana River,Floods,Mboka Area Tana River,-0.9628511,39.8698303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"At Around 1139hrs, Bombe Krcs Tana River County Reported Floods In Boka Area Tana River. Several Shops And Houses Were Affected Owing To Heavy Down Pour Witnessed The Previous Night. Krcs Tana River Team Conducting Assessment To Ascertain Level Of Damage Caused By Floods."
220,05-04-18,Kajiado,Floods,"Rongai, Kajiado",-1.3938636,36.7442377,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,EoC,Steven Via 0721294516 At 2029hrs Reported An Incident Where 7 People Were Reportedly Swept Away By Raging Waters While Crossing A Bridge At River Kandisi Near Nairobi W Womens Hospital In Ongata Rongai. Search And Rescue Efforts Currently Ongoing.
221,2/20/2018,Laikipia,Floods,Mbombo Village Laikipia,0.3606063,36.7819505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EoC,"Gitonga (Krcs Central) At 1502hrs Reported Of A Lightning Incident At Mbombo Village In Laikipia County.  At Least 13 People Were Were Struck By Lightning  While Attending A Meeting At The Village, 11 People Were Evacuated To Olmoran Dispensary While 2 Others With Critical Injuries Were Evacuated To Nyahururu District Hospital By Krcs Laikipia And Well-Wishers."
