DATE_TIME,REGION,COUNTIES,NAME,TYPE,SCENE,MINOR_CAS,CRITICAL_CAS,RESCUED,MISSING,DEAD,DAMAGE,SITUATION,RESPONSE_KRCS,HH AFFECTED
09-01-13,West Kenya,None,FLOODS ,Floods,AYWEYO AREA NEAR AHERO ,0,0,0,0,0,-,"At 0245hrs, EOC received information of floods alert in Ayweyo area near Ahero just past Kolunga primary school. Mr. Francis (0717 161 439) called EOC to report floods that River Nyando had burst its banks and the waters from the floods had trapped people in their houses who were in urgent need of evacuation form the area. EOC informed the Kenya Red Cross Kisumu branch who set out to conduct an assessment in the area.",Kenya Red Cross Kisumu branch ,0
26-11-17,South Rift,Narok,FLASH FLOODS IN NAROK TOWN,Floods,NAROK TOWN,0,0,0,0,0,0,"Omondi KRCS Narok reported flash floods at 1740hrs in Narok town affecting Naivasha and stage areas, KRCS team to conduct assessment to ascertain the extent of damage caused during the incident",,0
18-06-18,Coast,Tana River,FLOODS AT KIPINI IN TANA RIVER COUNTY ,Floods, KIPINI IN TANA RIVER COUNTY ,0,0,0,0,0,0,"At 1302hrs, Mainstream media reported floods at Kipini Area of Tana River County following continuous down pour in the last 3 months damaging homes, crops and infrastructure across the county. In addition, cases of cholera have been reported which have since been neutralized by the M.O.H alongside Tana River KRCS Team. Residents are further appealing for a long term humanitarian intervention to facilitate reconstruction to the affected ",,0
11-02-16,Lower Eastern,Kajiado,"FLOODS INCIDENT AT ISINYA, KAJIADO COUNTY",Floods,Isinya,0,0,0,0,0,0,"At 0405hrs, David (0721355361) reported of a case of floods at Isinya, Kajiado County. The water level at River Isinya increased beyond its capacity and broke its bank. Assessment was conducted today by KRCS Kajiado and the results were 30 households were affected, 6 goats were reported missing, 5 goats and 8 chicken were swept away by flash floods. No fatality or injury was reported .Latrines have also collapsed and flower farm chemicals were swept away from a factory and spilled to compounds creating a health risk to the residents.(Brief;30HHs;11goats;8chicken)",KRCS Kajiado,0
23-11-15,Coast,None,DROWNING INCIDENT IN TAITA TAVETA COUNTY,Floods,Taita Taveta,0,0,0,0,1,drowning,"At 0924hrs Mwanaisha (County manager) reported a drowning incident at Mgheno water pan in Mwatate, Taita Taveta County. The water pan was reported to have swelled up after the continuous ongoing rains. The body was found floating early this morning. (Brief; 1 fatality)",0,0
07-03-18,Lower Eastern,Machakos,FLOODS IN MACHAKOS ,Floods,IN MACHAKOS ,0,0,0,0,0,0,At 0920hrs EOC through social media monitoring captured an incident that was as a result of heavy downpour in Machakos County.  Motorists were stuck at Kivingoni market for several hours after a culvert collapsed in Mbembani junction along Ekalakala-Matuu road. More than twenty Lorries transporting sand were stuck.,,0
13-05-18,Lower Eastern,Kitui,KITUI COUNTY FLASH FLODS UPDATE,Floods,KITUI COUNTY FLASH FLODS UPDATE,0,0,0,1,4,0,"At 14555hrs, Usna KRCS Kitui, reported of four bodies have been retrieved at Enziu River with the wreckage of the probox. All the four bodies have been identified by the family members. One body of a form one student still to be retrieved. ",,0
01-02-13,West Kenya,None,FLOOD ALERT AT NYAMASARIA ,Floods,NYAMASARIA ,0,0,0,0,0,-,At 0336Hrs a bridge at Nyamasaria was reported swept by raging floods at Kisumu/Kericho road; on the Ahero-Kisumu diversion. EOC informed the KRCS branch coordinator and police about the incident and promised to put all measures to avert any post crisis. ,the KRCS ,0
12-12-18,West Kenya,Kisumu,FLASH FLOODS AT LWALA VILLAGE IN KISUMU COUNTY,Floods,AT LWALA VILLAGE,0,0,0,0,0,0,"At 0127hrs, Seth via 0725699682 reported of flash floods at Lwala village in Kisumu County. River Awach burst its banks and led to flash floods, the water level subsisded after a few hours.  Elsewhere in Nyando sub- County at least 22HHs were affected in Ombaka, Kawino, Ugwe and Nduru areas. They are currently camping at a nearby Church. ",,"1440 HHs, 69 HHs completely displaced. "
12-07-17,North Rift,Turkana,HEAVY RAINS IN TURKANA COUNTY,Floods,along Lodwar- Kakuma road,0,0,0,0,0,0,Nick Thuo (0720334240) at 0600hrs reported of a traffic gridlock along Lodwar- Kakuma road following heavy rains in Turkana overnight that made several seasonal rivers to be full.,0,0
02-02-13,West Kenya,None,FLOOD ALERT AT NYAMASARIA ,Floods,NYAMASARIA,0,0,0,0,0,-,At 0336Hrs a bridge at Nyamasaria was reported swept by raging floods at Kisumu/Kericho road; on the Ahero-Kisumu diversion. EOC informed the KRCS branch coordinator and police about the incident and promised to put all measures to avert any post crisis. ,KRCS branch ,0
10-11-15,North Rift,None,FLOODS INCIDENT IN TURKANA COUNTY,Floods,"kambi  karai,Turkana",0,0,0,0,0,150 familes displaced in  Kainuk,At 0857hrs Abraham (KRCS County manager) reported a flooding incident in Kambi-Karai along Turkana-Kitale road. Following heavy rainfall in the area the roads were destroyed paralyzing transport since yesterday night. In Kainuk area approximately 150 families were destroyed. KRCS conducted an assessment today and are planning on how to assist them. (Brief; 150 families),KRCS Turkana,0
02-05-17,North Eastern,Wajir,FLOODS IN KOLODILE WAJIR COUNTY,Floods,KOLODILE WAJIR COUNTY,0,0,0,0,0,-,"Abdia KRCS Coordinator reported floods in Wajir at Kolodile after 2 dams burst bank and the water flooded the village, KRCS team will conduct an assessment and share report. ",Wajir RCAT,0
04-03-18,Coast,Kilifi,FLOODS INCIDENT IN MAGARINI AREA IN KILIFI COUNTY,Floods,MAGARINI AREA IN KILIFI COUNTY,0,0,0,0,0,21 families displaced. ,"Masoud (KRCS Kilifi) reported of flash floods in Kisiki cha Mzungu village in Magarani at 1020hrs. Several households in the villages were reportedly affected by the heavy downpour, assessment was conducted during the day and the report will be shared after completion. Reports indicate that the water level at Galana River is steadily increasing, this may likely result info flashfloods if it rises beyond its threshold. KRCS Kilifi team are closely monitoring the situation.",,0
01-12-18,Central,Meru,FLASH FLOODS AT KAELO MARKET IN IGEMBE NORTH,Floods, KAELO MARKET IN IGEMBE NORTH,0,0,0,0,0,0,Gitonga (KRCS central) at 2147hrs reported flash floods at Kaelo Market in Igembe North following heavy rains experienced in the area. Approximately 13 business shops were affected.  No injuries was however reported,,13 people affected 
14-05-18,West Kenya,Bungoma,LIGHTENING STRIKE AT KAPCHAI VILLAGE BUNGOMA COUNT,Floods,LIGHTENING STRIKE AT KAPCHAI VILLAGE BUNGOMA COUNT,0,1,0,0,0,0,"Timothy (0712656195) reported to E.O.C at 2124hrs of a lightning strike case at Kapchai village, a Std 7 primary school girl was critically injured and was taken to Kapchai hospital for treatment. Many families are reported to have been rendered homeless as a result of the heavy rainfall experienced in the region. ",,0
29-04-16,Upper Eastern,Meru,"FLOODS REPORTED IN MAKUTANO MARKET, MERU",Floods,"MAKUTANO MARKET, MERU",0,0,0,0,0,Stalls and goods,Heavy downpour was reported in Meru that rained overnight and goods that were in Makutano market were swept away by flash floods leaving the business men and ladies counting losses. ,-,0
07-04-13,West Kenya,None,FLOOD ALERT AT NYAKACH ,Floods,NYAKACH,0,0,0,0,0,-,At 2250Hrs Aloise (0725605809) reported a flood alert at Nyakach where a river was feared to have burst its banks. EOC informed the Kisumu Red Cross coordinator to work on the incident aftermath. ,-,0
04-05-18,Central,Tharaka-Nithi,FLASH FLOODS REPORTED IN MAGUMONI IN THARAKA ,Floods, MAGUMONI IN THARAKA NITHI,0,0,0,0,0,25 HHs affected,"E.O.C at 1857hrs received report of a landslide that occurred in Magumoni in Thara Nithi County, 12HH were affected, 25hh are camping at Magumoni PCEA Church due to potential risk of mass mudslide. ",,0
02-12-13,Lower Eastern,None,FLOODS ALERT IN CHAKAMA MALINDI ,Floods,CHAKAMA MALINDI ,0,0,0,0,1,-,"Water levels in Sabaki River on the increase claimed one life this afternoon when a man was trying to cross; .Krcs coast region monitoring, alerted the community on safety measures.",KRCS MALINDI BRANCH,0
01-05-17,North Rift,Turkana,FLOODS AT LOCHWAGAMATAK IN TURKANA COUNTY,Floods,LOCHWAGAMATAK IN TURKANA COUNTY,0,0,1,0,2,-,"Nick County Coordinator Turkana County reported flash floods at 1408Hrs at Lochwagamatak in Turkana South where by 3 juveniles were swept by raging water, 1 was rescued and the other 2 unfortunately died from the incident. (Brief: 1 Rescued; 2 fatalities)",Turkana,0
16-04-18,West Kenya,Kisumu,FLOODS IN NYANDO AREA IN KISUMU COUNTY ,Floods, NYANDO AREA IN KISUMU COUNTY ,0,0,0,0,0,0,Owino via 0735488307 reported floods in Nyando Area of Kisumu County at around 0937hrs affecting farms and marooning households. The affected population has since been evacuated by Kisumu KRCS to Rae Primary School as they await water levels to subside. Final assessment and Mobilization of FIs and NFIs still ongoing.,,0
28-04-18,Central,Murang’a,MUDSLIDE INCIDENT IN MURANGA COUNTY,Floods,MUDSLIDE INCIDENT IN MURANGA COUNTY,0,0,0,0,0,0,"Gitonga (RM CENTAL) reported of mudslide incident into two areas consecutively, Kahatia and Gitugi villages in Muranga County, RCAT Muranga was activated to the scene and will give report updates.",,0
20-03-13,Lower Eastern,None,FLASH FLOODS IN KIBOKO ,Floods,KIBOKO,0,0,5,0,0,-,"A.S.G Wangechi reported flash floods that were reported from Kiboko after R.Kiboko burst bank, 5 male rescued by Kibwezi branch after they were trapped. This was caused by heavy rains from Kajiado at 0800Hrs, the area chief and OCS on the ground as rapid assessment was done.",KRCS KIBWEZI BRANCH,0
20-03-13,Central,None,"FLASH FLOODS IN ATHI RIVER,THIKA ",Floods,"ATHI RIVER,THIKA ",0,0,0,0,1,-,A man was reported to have been swept away by floods in Athi River after heavy rains experienced in Nairobi region during the night hours and his body recovered early in the morning. ,-,0
20-03-18,Lower Eastern,Kajiado,DROWNING INCIDENT AT NGINYE IN KAJIADO,Floods,"Nginye, Kajiado",0,0,0,0,1,0,A drowning incident was reported at Nginye area in Kajiado County by Leonard (KRCS Kajiado) a t 1030hrs. An adult man was swept away by raging floods as he was attempting to cross the road after the river had swollen. Search and Recovery was conducted and the body was retrieved and taken to a morgue in Kitengela,,0
21-03-13,Lower Eastern,None,FLOODS INCIDENT IN KISERIAN ,Floods,KISERIAN ,0,0,0,0,1,-,"A man 50yrs was swept by floods along Magadi road in Kiserian, Kajiado County following a heavy down pour.",-,0
21-03-13,Coast,None,FLOODS INCIDENT IN TAITA TAVETA ,Floods,TAITA TAVETA ,0,0,0,0,1,-,"In Taita Taveta County, an elderly woman drowned and her body washed away by raging floods.Police and Provincial Administration officials said the body of the woman was found far from her house at Mabomani village in the outskirts of Voi town on Wednesday evening.",-,0
20-03-13,Lower Eastern,None,FLASH FLOODS IN KAJIADO COUNTY ,Floods,KAJIADO COUNTY ,0,0,0,1,1,-,"A lorry driver and a female passenger drowned in a flooded river in Kajiado county, the driver had parked the lorry near R. Mashuru to harvest sand on Wednesday night unaware that floods water were cascading from Kajiado hills. The driver?s body was retrieved and taken to a local mortuary. Residents and police are searching for the female passenger.",-,0
13-05-15,Nairobi,None,FLOOD IN NATIONAL HOUSING COORPORATION,Floods,NATIONAL HOUSING COORPORATION,0,0,0,0,0,0,"Juliet (0726951980) reported flood in NHC along Langata road after several flats were submerged, KRCS DRT will do assessment and share the report with E.O.C.",KRCS DRT.,0
21-11-15,North Eastern,None,FLOOD INCIDENT IN BURA PESA ISIOLO COUNTY,Floods,BURA PESA ISIOLO COUNTY,0,0,0,0,0,Assesment and distributiom,At 2121Hrs Abdi (0705582853) reported of heavy rains in most parts of Isiolo County which lead to floods in Bura Peas’ area. Approximately 65hhs were affected.KRCS Isiolo will conduct assessment to confirm the extent of damage and share the report today. (Brief: 100HH Affected),"•	KRCS Isiolo Branch",0
27-04-19,Central,Nyeri,FLASH FLOODS IN JUA KALI AREA NYERI COUNTY.,Floods,Jua kali area,0,0,0,0,0,0,"AT 1320hrs E.O.C via social media captured reports of flash floods incidents in Jua kali area.
Several houses was reported to have been affected by water after it poured heavily yesterday
night. KRCS Nyeri branch closely monitors the situation in case of any major incident.",,0
29-04-16,Upper Eastern,Isiolo,FLOODS IN GARBATULLAH ,Floods,Garbatullah ,0,0,0,0,0,10HH,"KRCS Isiolo at 1530Hrs reported floods in Garbatullah after heavy downpour that has affected approximately 10HH, KRCS response team cannot access the area due to cut off roads by the raging waters. KRCS team waiting for water to subside so as to carry out assessment and necessary intervention in the affected areas. (Brief: 10HH)",Isiolo,0
17-04-16,Coast,Kwale,"VANGA AREA RAINFALL INCIDENT, KWALE COUNTY",Floods,VANGA,0,0,0,0,0,7 villages,"Heavy rainfall experienced in the coastal region has rendered residents in Vanga area displaced, seeking refuge on higher grounds. Seven villages were marooned as a result of the downpour. (Brief: 7villages affected)",KRCS KWALE ,0
03-03-18,Central,Nyeri,FLOODS AT ASIAN COURT ESTATE IN NYERI COUNTY,Floods,ASIAN COURT ESTATE IN NYERI COUNTY,0,0,2,0,0,10 HHs affected.,"At around 2037hrs, Gitonga (RM Central) reported of flash floods at Asian Court Estate in Nyeri County. Following the heavy downpour experienced during the day, several families were rendered homeless as the leaving at the Asian Court estate with no shelter. Assesment conducted indicated that 10HHs were affected.  Nyeri RCAT team and the County Fire brigade rescued 2 children that were marooned in water. ",,0
03-12-15,North Eastern,None,WAJIR FLOODS UPDATE,Floods,Wajir,0,0,0,0,0,0,"At 0800hrs Ahmed Wajir reported of an increase in rainfall in the County. Heavy rainfall was received in the County in the last 24 hours .There has also been an increase in the approximate number of households displaced due to flashfloods, in Eldas it’s currently 280 while in Buna it is 348. KRCS is planning to distribute Non Food Items to the affected families.",KRCS Wajir,0
02-11-14,Coast,None,HEAVY DOWNPOUR REPORTED IN MOMBASA TOWN,Floods,Mikindani,0,0,0,0,0,15 HH ,", EOC received reports of heavy downpour in Mombasa county causing floods in various roads and estates in the town. The rains also destroyed 15 houses in Mikindani leaving the families without shelter. KRCS responded and distributed NFIS to the affected families. Plans ongoing led by local leaders to find alternative shelter for the displaced families.",KRCS Mombasa branch,0
04-05-18,North Eastern,Wajir,DROWNING INCIDENT AT DAGAHALEY ,Floods,DROWNING INCIDENT AT DAGAHALEY ,0,0,0,1,0,0,"O.C received report of a drowning incident at Dagahaley Wajir South, 1 person drowned while crossing a seasonal river. SAR ongoing for the missing person by RCAT and County officers",,0
20-04-18,North Eastern,Wajir,FLASH FLOODS AT WAJIR NORTH ,Floods,FLASH FLOODS AT WAJIR NORTH ,0,0,0,0,0,0,"Flash floods was reported after heavy downpour that paralyzed transport cutting off Nairobi Wajir road and Habasein Moyale road in Wajir South, food shortage and fuel experienced in the area as from yesterday.",,0
13-05-16,West Kenya,Busia,FLOODS IN BUDALANGI ,Floods,BUDALANGI ,0,0,0,0,3,0,"KRCS Velma reported floods in Budalangi at Musoma area due to back flow from Lake Victoria that led to River Nzoia bursting its banks at around 1045Hrs, KRCS response team carrying out assessment in the area and will share report. (Brief: 3 fatalities; 1 fatality unconfirmed)",KRCS response team ,0
28-05-18,South Rift,Nakuru,FLASH FLOODS INCIDENT IN NAKURU COUNTY,Floods, NAKURU COUNTY,0,0,0,1,1,0,"Vinnie (0703325515) reported to E.O.C at 1947hrs of a flash floods incident after heavy rainfall reported in Nakuru CBD, 2 girls were swept away when they were escaping the flooded section of the railways bridge. The body of 1 girl was found near Nakuru nursing hospital. KRCS joined the family of the missing child, the county government and the local community to search for the missing girl. ",,0
27-04-15,West Kenya,None,"	FLASH FLOODS UPDATE IN KISUMU COUNTY",Floods,KISUMU COUNTY,0,0,0,0,0,o,At 0850hrs Owako(Kisumu County manager) reported that there had been floods in Kisumu East. Unconfirmed number of households had been displaced due to the heavy downpour of the previous night. KRCS is carrying out assessment to confirm the extent of the damage. Update will follow.,KRCS KISUMU,0
27-05-18,North Rift,Elgeyo-Marakwet,LANDSLIDE AT CHESOI IN ELGEYO MARAKWET COUNTY ,Floods,LANDSLIDE AT CHESOI IN ELGEYO MARAKWET COUNTY ,0,0,0,0,0,0,Kemboi RM reported a land slide at Chesoi in Elgeyo Marakwet following persistent heavy down pour reported in the country at 1123hrs. The landslides have barricaded tarmac road at Chesoi paralyzing transport in the Area as well as hindering humanitarian response. No injuries and displacements reported in the area. ,,0
27-11-17,South Rift,Narok,"	FLOODING INCIDENT IN NAROK TOWN, NAROK COUNTY(",Floods,"IN NAROK TOWN, NAROK COUNTY(UPDATE)",0,0,0,0,0,0,"Omondi (0721297550) reported to E.O.C at 1213hrs of a flooding incident in Narok town after a heavy rain fall last night , the shop owners tried to remove soil from their shops and Hass petrol station was heavily affected too since it is located close to the River. No casualties reported.",,0
18-11-15,Nairobi,None,"FLOOD INCIDENT AT RUAI (IDP CAMP), NAIROBI COU",Floods,ruai,0,0,0,0,0,0,"KRCS Nairobi CM reported floods Ruai IDP camp after Nairobi River burst its bank at 0300hrs and the water flowing to where 40 structures were erected displacing 60 people, the IDPs are 380in total and are concentrated in one area. The DCC Njiru advised them to move to safer ground as they wait to be evacuated to Muhuri Muchiri stadium, RCAT activated in the area to assist in response.",KRCS ,0
02-05-15,South Rift,None,FLASH FLOODS IN NAROK ,Floods,NAROK RIVER,0,0,0,0,1,0,"Felister KRCS SAR team reported a rider to have been swept away by flood water at 1630Hrs, the SAR team managed to rescue the rider and evacuated him to Narok District hospital where he succumbed to injuries sustained. (Brief: 1 fatality)",KRCS SAR.,0
28-04-16,North Rift,Turkana,TURKANA FLOODS INCIDENT,Floods, TURKANA ,0,0,0,0,0,Road cut off ,"Rukia (KRCS Turkana) reported of floods cases in Turkana County at 1730hrs.  Rainfall experienced since last evening till today, it rained continuously for several hours leading to the increase of water level in most water bodies .In Nakiria Lagga it broke its bank leading to flash floods in Kalolal, the area affected includes the market area .The road linking Kalolal and Lodwar a section of it was cut off, hindering  any movement. Assessment will be conducted tomorrow once the rains subside. ",KRCS Turkana,0
01-05-17,Central,Meru,FLOODS IN TIMAU TOWN MERU COUNTY,Floods,Timau town Meru County ,0,0,0,0,0,13HH,Gitonga RM Central region reported floods at 1339Hrs at Timau town Meru County where by 13HH were affected. (Brief: 13HH affected),Meru,0
30-04-18,Nairobi,Nairobi,FLASH FLOODS AT KIANDUTU SLUMS IN NAIROBI CITY COU,Floods,FLASH FLOODS AT KIANDUTU SLUMS IN NAIROBI CITY COU,0,0,0,0,0,90 HHs displaced. ,"Flood incident was reported at Kiandutu Slums in Nairobi at around 0323hrs affecting 90HHs, the displaced families are camping at Waithaka Special Needs School. ",,0
11-03-18,Upper Eastern,Marsabit,FLOODS AT LAISAMIS IN MARSABIT COUNTY,Floods,LAISAMIS IN MARSABIT COUNTY,0,0,0,0,0,0,"At around 0814hrs, Talaso KRCS Upper Eastern notified E.O.C of floods at Laisamis Sub County in Marsabit County. Property of unknown value has been destroyed and several households displaced following strong winds and heavy down pour reported in the area. Rapid assessment is underway courtesy of Marsabit KRCS Team. ",,0
13-05-15,Nairobi,None,FLOOD IN MUKURU KAYABA,Floods,MUKURU KAYABA,0,0,0,0,0,0,"Emily (0724697053) reported floods in Mukuru Kayaba after R. Narok burst its banks at 0120Hrs prompting the residents to seek shelter near Hazina estate, DRT team is carrying out assessment and will relay information later on during the day.",DRT team.,0
23-04-12,Lower Eastern,None,FLOODS REPORTED IN SYOKIMAU ,Floods,SYOKIMAU,0,0,0,0,0,78HH,FLASH FLOODS IN SYOKIMAU AFTER HEAVY OVERNIGHT DOWNPOUR,KRCS MACHAKOS BRANCH,0
16-11-15,Coast,None,FLOODS INCIDENT IN MOMBASA COUNTY,Floods,"Kipevu area, Mombasa County",0,1,0,0,0,5HH,"At 1030hrs Rajab (KRCS Mombasa) reported a collapsed wall incident in Kipevu area, Mombasa County. One female adult (pregnant) was injured and evacuated to hospital by Eplus crew. Following last evening’s heavy rainfall 5 families were affected in Miritini.KRCS Mombasa distributed NFI’s to the affected families, Community members also assisted in the reconstruction of one of the homes.",Mombasa & E plus,0
02-09-18,North Rift,Baringo,FLOODS IN BARINGO COUNTY ,Floods,FLOODS IN BARINGO COUNTY ,0,0,0,0,0,3 Schools closed indefinitely. ,"E.O.C through social media at 1015hrs captured reports of flooding incident at Baringo County following heavy rainfall reported over the last 2 days. Three schools namely; Sintan Primary, Leswa Primary and Ngambo Secondary have since been closed indefinitely till water levels subside. Baringo KRCS has since been activated to conduct assessment. ",,0
15-04-18,Coast,Tana River,FLASH FLOODS IN TANA RIVER COUNTY ,Floods,FLASH FLOODS IN TANA RIVER COUNTY ,0,0,0,0,0,0,"At 1124hrs, Bombe updated E.O.C on evacuation progress to communities affected by flash floods following a heavy down pour in Tana River County. A total of 41 families from Damaka, Mulungeni, Manani and Gama Villages have been evacuated to safer grounds by Tana River RCAT. Tana River RCAT is still on standby in the affected areas",,0
30-05-18,West Kenya,Kisumu,"DROWNING INCIDENT IN NYAMASARIA, KISUMU COUNTY",Floods,nyamasaria,0,0,0,0,1,0,"EOC through mass media monitoring captured reports of a drowning incident where the body of a standard 6 pupil was retrieved in river Nyamasaria in Kisumu County. The pupil drowned while trying to cross the river following heavy rains in the area. Search and recovery efforts was conducted by divers and community members, the body was retrieved after 5 days. The body was later transported to the morgue",,1900hrs
17-09-17,South Rift,Narok,FLASH FLOODS NEAR DUKA MOJA PAST SUSWA,Floods,DUKA MOJA PAST SUSWA,0,0,0,0,0,,"E.O.C via social media received report of flash floods along Narok road past Suswa near Duka Moja after heavy downpour at 1530hrs, motorist waited for the water to subside before proceeding with their journey.",,0
03-05-17,North Eastern,Mandera,FLOODING IN MANDERA,Floods,Banisa- Mandera route,0,0,0,0,0,0,"At 1402HRS Yusra (KRCS Mandera) reported an incident that was a result of heavy rainfall in most parts of Mandera County. A matatu plying the Banisa- Mandera route was swept off by the raging waters, no injuries nor were fatalities reported. More rains expected in the region today.",Mandera RCAT,0
04-05-17,North Eastern,Wajir,FLOODS IN WAJIR,Floods,BUTE WAJIR,0,0,0,0,0,-,"At 1025hrs, Abdia (KRCS Wajir) reported of incidences that were as a result of heavy rainfall in Wajir County. A large number of people were reported to have shifted from their houses and are moving to safer grounds. A number of households were damaged by the heavy rains in Bute.  ",WAJIR,0
01-04-15,Upper Eastern,None,FLOODS INCIDENT IN ISIOLO TOWN,Floods,ISIOLO TOWN,0,0,0,0,0,0,At 1600hrs E.O.C captured reports of flooding in Isiolo town following heavy downpour lasting about half an hour. Sections of the town’s streets were sub-merged leaving them impassable. The floods were attributed to poor drainage system in the town; the flooded water later drained allowing access to the affected areas.,0,0
02-04-13,West Kenya,None,FLASH FLOODS,Floods,HOMABAY,0,0,0,0,1,-,"A 12yr old boy was reported died in a water pan caused by floods in the Homabay district. A local life saver retrieved the body, KRCS volunteers and police verified the report.",-,0
11-12-15,West Kenya,Kwale,FLOODS INCIDENT IN BUSIA COUNTY,Floods,Busia,0,0,0,0,0,0,"At 0800hrs Philip (KRCS Busia) reported of incidents that were as a result of heavy rainfall. Significant amounts of rainfall were received in the County and the highland environs, this led to the increase of surface water flow and flash floods in Kabuto and Nyora locations. Residents have moved to the 2 campsites that were already set up in the mentioned areas. KRCS Migori will visit the sites to register the new members.",0,0
18-12-15,South Rift,Nandi,FLOODS INCIDENT IN NANDI COUNTY,Floods," Ngatitkong and Kapkoros village, Nandi County",0,0,0,0,0,2 households,"At 0800hrs, Tallam (KRCS Nandi) reported of incidents that were as a result of heavy rainfall in the last 24 hours in Nandi County. Average rainfall was witnessed in the County. In Ngatitkong witnessed a rock fall and 2 households were reported to be affected. Mudslide buried 2 goats alive in Kapkoros village, Tinderet sub-County. Flash floods affected 2 households in Kaptuma",KRCS Nandi,0
19-11-17,Coast,Kilifi,FLOODS IN TANA RIVER COUNTY,Floods,TANA RIVER COUNTY,0,0,0,0,0,1740 Acres of Land destroyed. ,"Caleb (KRCS Tana River) reported of impacts of heavy downpour in Tana River County at 1130hrs. The water level at Tana River rose beyond its capacity and caused flash floods in Baomo, Maziwa, Korlabe, Tawakal and Eskedec areas. Assesment was conducted by the County Government and KRCS at Maziwa and Fiji areas .The findings were 400hhs were affected in Fiji area and over 1000 acres were submerged while in Maziwa area approximately 230 hhs were affected and 740 acres of land destroyed.  The food crops that were destroyed include watermelon, maize, bananas and green grams. The residents leaving along the water banks have been advised to move to higher grounds. ",,0
01-05-18,West Kenya,Kisumu,DROWNING INCIDENT IN RIVER ASAO KISUMU COUNTY,Floods,River Asao,0,0,0,0,1,0,"Maurine (0724315549) reported to E.O.C at 2121hrs of a middle aged 42 years from Upper Nyakach Sub County who was swept away by floods in river Asao as he was heading home. Unfortunately he lost his life, his body was retrieved by well-wishers and taken to the Mortuary by the National police",,0
09-06-18,Upper Eastern,Marsabit,"DROWNING INCIDENT IN KARDI WARD, MARSABIT COUNTY",Floods," KARDI WARD, MARSABIT COUNTY",0,0,0,0,1,0,"At 2027hrs, Kulama (0720451210) reported of a drowning incident in Kardi ward, Marsabit County. A 13-year-old girl drowned in a water pan while playing.  Search and retrieval for the missing minor are ongoing by the KRCS team and the area residents. ",,0
01-12-15,North Eastern,Wajir,FLOODS INCIDENT IN WAJIR COUNTY,Floods, Eldas and Buna in Wajir County,0,0,0,0,0, 275 House holds affected,At 1030hrs Ahmed (KRCS County Manager) reported a flooding incident in Wajir county following heavy rainfall pounded the County. For several hours into the morning there were heavy rainfalls which lead to flash floods in Eldas and Buna areas. 150 households and 125 households have been affected in Buna and Eldas respectively. KRCS Wajir team is carrying out a detailed assessment to determine the extent of need. (Brief; 275HHs)., KRCS Wajir ,0
30-11-15,Lower Eastern,None,"FLOODS AT TOGWEYNE IN GARISSSA,COUNTY",Floods,"TOGWEYNE IN LAGDERA SUB COUNTY, GARISSSA COUNTY",0,0,0,0,0,0,"At 2010Hrs E.O.C received information via social media regarding floods in Togweyne after a seasonal river in the area burst its banks, KRCS Garissa Branch coordinator reported that they will carry out an assessment in the morning and share report to E.O.C. ", KRCS Garissa Branch,0
16-05-18,West Kenya,Migori,HEAVY WINDS AT KOKURO BOYS IN MIGORI COUNTY ,Floods,Migori,0,0,0,0,0,3 classroom roofs blown off,"At around 2042hrs, Kagono (0705080952) reported an incident where 3 classrooms at Kokuro boys, Awendo sub-county in Migori County were blown off by strong winds that accompanied heavy rainfall experienced in the area. No injury was reported",,0
22-03-18,West Kenya,Busia,COLLAPSED LATRINE AT MATAYOS,Floods,"Matayos , Bungoma",0,0,0,0,1,0,"latrine that was destroyed by flood at Matayos in Busia County collapsed while 2 men were doing repairs, 1 person fell in the latrine and died, the community members managed to retrieve the body and taken to the morgue",,0
04-05-16,North Eastern,Garissa,FLOODS IN GARISSA ,Floods,Garissa,0,0,0,9,0,0,"Garissa County from KRCS Garissa RM at 0800Hrs, areas affected were Bula Kamor, Jariot, Modogashe, Jamuhuri, Kamukunji, Lagdera and Mwororo after River Tana burst banks. KRCS Garissa response team carrying out assessment and SAR for trapped persons, the team will share detailed report. ",KRCS Garissa,0
05-05-17,North Eastern,Wajir,FLOODS IN WAJIR COUNTY.,Floods,WAJIR COUNTY.,0,0,0,0,0,287HH,At 0300hrs Abdia (0724474194) from wajir KRCS reported flood that affected 287 house hold. No one was injured during the flood. KRCS Wajir branch helped to evacuate the affected people to a safer area.,WAJIR,0
27-10-18,Coast,Kwale,FLASH FLOODS ALONG LIKONI- LUNGALUNGA HIGHWAY,Floods,"Lunga Lunga, Kwale",0,0,0,0,0,Bridge over topped by water,EOC through mass media monitoring at 2105hrs captured reports of flash floods along Likoni- Lunga Lunga highway after river Ramisi burst its banks. Motorists plying the route were stranded for several hours after transport was paralyzed along the highway. Mwande bridge which connects Kenya and Tanzania through Lunga Lunga was overtopped by flood waters following heavy rains experienced in the area. ,,0
01-05-18,West Kenya,Bungoma,FLOODING INCIDENT IN RIVER NAKWANA KISUMU COUNTY,Floods,Nakwana River,0,0,1,0,0,0,James (0706724180) reported to E.O.C at 2001hrs of a flooding incident at Kimwanga along Malaba highway. River Nakwana burst its banks and swept away a bodaboda rider as he was crossing the bridge. The rider was rescued by County ambulance fire department and Bumula ambulance as he had sought refuge on a tree,,0
